rank	feature_id	instability_count	instability_conditions	mean_SSI	mean_stability_deviation	max_stability_deviation
316	RvY_17343-1	3	des;gam;uv	0.75	0.25	0.5
317	RvY_17514-1	3	des;gam;uv	0.75	0.25	0.5
318	RvY_17546-1	3	des;gam;uv	0.75	0.25	0.5
319	RvY_17718-1	3	des;gam;uv	0.75	0.25	0.5
320	RvY_17742-1	3	des;gam;uv	0.75	0.25	0.5
321	RvY_18038-1	3	des;gam;uv	0.75	0.25	0.5
322	RvY_18292	3	des;gam;uv	0.75	0.25	0.5
323	RvY_18421-1	3	des;gam;uv	0.75	0.25	0.5
324	RvY_18595-1	3	des;lt;uv	0.75	0.25	0.5
325	RvY_18764-1	3	des;lt;uv	0.75	0.25	0.5
326	RvY_18824	3	des;gam;uv	0.75	0.25	0.5
327	RvY_18900	3	des;gam;uv	0.75	0.25	0.5
328	RvY_19312-1	3	des;gam;uv	0.75	0.25	0.5
329	RvY_00095-1	3	des;gam;uv	0.7619047619047619	0.2380952380952381	0.5
330	RvY_00132-1	3	des;gam;uv	0.7619047619047619	0.2380952380952381	0.5
