evidence_row_id	condition	FSF_region	source	term_id	official_term_name	official_namespace_or_identifier_type	adjusted_p	enrichment_measure	significant_term_count_context	mapping_status	candidate_theme_ids	candidate_themes	theme_assignment_status
SEMANTIC_EVIDENCE_02157	GAM	Stable	GO	GO:0198738	obsolete cell-cell signaling by wnt	biological_process	1.97772659071928e-05	2.91078729804211	3174	obsolete	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02158	GAM	Stable	GO	GO:0051347	obsolete positive regulation of transferase activity	biological_process	2.06223780095858e-05	2.11308831815361	3174	obsolete	H05;H13	Broad regulatory and signaling processes; Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02159	GAM	Stable	GO	GO:0051646	mitochondrion localization	biological_process	2.07019385094466e-05	4.65119553666313	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02160	GAM	Stable	GO	GO:0000725	recombinational repair	biological_process	2.09292821978659e-05	3.39895058448459	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02161	GAM	Stable	GO	GO:0042788	obsolete polysomal ribosome	cellular_component	2.10866777076884e-05	5.45341556863845	3174	obsolete	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02162	GAM	Stable	GO	GO:0070069	cytochrome complex	cellular_component	2.10866777076884e-05	5.45341556863845	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02163	GAM	Stable	GO	GO:0008286	insulin receptor signaling pathway	biological_process	2.18026772300037e-05	3.68626219688919	3174	mapped	H11;H12;H13	Broad regulatory and signaling processes; Endocrine and physiological regulation; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02164	GAM	Stable	GO	GO:0070160	tight junction	cellular_component	2.18026772300037e-05	3.68626219688919	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02165	GAM	Stable	GO	GO:1903362	regulation of protein catabolic process	biological_process	2.24165392856158e-05	2.63630516248112	3174	alternate_id	H05;H07;H13	Broad regulatory and signaling processes; Metabolism and redox processes; Protein turnover and proteostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02166	GAM	Stable	GO	GO:0035148	tube formation	biological_process	2.29597190199093e-05	2.96541919177413	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02167	GAM	Stable	GO	GO:0042775	mitochondrial ATP synthesis coupled electron transport	biological_process	2.31102269331769e-05	3.46082141855901	3174	mapped	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02168	GAM	Stable	GO	GO:0008026	helicase activity	molecular_function	2.34621306245322e-05	3.25258429137281	3174	alternate_id			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02169	GAM	Stable	GO	GO:0070035	obsolete purine NTP-dependent helicase activity	molecular_function	2.34621306245322e-05	3.25258429137281	3174	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02170	GAM	Stable	GO	GO:0034248	obsolete regulation of amide metabolic process	biological_process	2.38762597891097e-05	2.12203085492323	3174	obsolete	H05;H13	Broad regulatory and signaling processes; Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02171	GAM	Stable	GO	GO:0032204	regulation of telomere maintenance	biological_process	2.40438637574259e-05	4.05038798548313	3174	mapped	H03;H13	Broad regulatory and signaling processes; Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02172	GAM	Stable	GO	GO:0005089	guanyl-nucleotide exchange factor activity	molecular_function	2.41880936944334e-05	5.96307120085016	3174	alternate_id			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02173	GAM	Stable	GO	GO:0010528	obsolete regulation of transposition	biological_process	2.41880936944334e-05	5.96307120085016	3174	obsolete	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02174	GAM	Stable	GO	GO:0050665	hydrogen peroxide biosynthetic process	biological_process	2.42730442529182e-05	9.06105971404542	3174	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02175	GAM	Stable	GO	GO:0005813	centrosome	cellular_component	2.43678971664973e-05	2.16518895263342	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02176	GAM	Stable	GO	GO:0030575	nuclear body organization	biological_process	2.61015970161408e-05	7.6327311370882	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02177	GAM	Stable	GO	GO:0030953	astral microtubule organization	biological_process	2.61015970161408e-05	7.6327311370882	3174	mapped	C05	Cytoskeleton and cell motility	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02178	GAM	Stable	GO	GO:0035371	microtubule plus-end	cellular_component	2.61015970161408e-05	7.6327311370882	3174	mapped	C05	Cytoskeleton and cell motility	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02179	GAM	Stable	GO	GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	biological_process	2.61015970161408e-05	7.6327311370882	3174	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02180	GAM	Stable	GO	GO:0003678	DNA helicase activity	molecular_function	2.65349947208945e-05	4.26296153933118	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02181	GAM	Stable	GO	GO:0007173	epidermal growth factor receptor signaling pathway	biological_process	2.65349947208945e-05	4.26296153933118	3174	mapped	H09;H11;H13	Broad regulatory and signaling processes; Development and morphogenesis; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02182	GAM	Stable	GO	GO:0032386	regulation of intracellular transport	biological_process	2.75571250922083e-05	2.13148076966559	3174	mapped	C01;C03;H13	Broad regulatory and signaling processes; Membrane transport and ion homeostasis; Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02183	GAM	Stable	GO	GO:0016605	PML body	cellular_component	2.77478871592114e-05	4.53775174308598	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02184	GAM	Stable	GO	GO:0090329	regulation of DNA-templated DNA replication	biological_process	2.77478871592114e-05	4.53775174308598	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02185	GAM	Stable	GO	GO:0007043	cell-cell junction assembly	biological_process	2.78497207994398e-05	3.21603840045851	3174	mapped	H08	Cell adhesion and extracellular organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02186	GAM	Stable	GO	GO:0005751	obsolete mitochondrial respiratory chain complex IV	cellular_component	2.80410124296135e-05	7.84130167561623	3174	obsolete	H06	Energy and core metabolism	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02187	GAM	Stable	GO	GO:0010721	negative regulation of cell development	biological_process	2.822314616269e-05	2.1074963970128	3174	mapped	H09;H13	Broad regulatory and signaling processes; Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02188	GAM	Stable	GO	GO:0048545	response to steroid hormone	biological_process	2.94003371998741e-05	2.19741521417155	3174	mapped	H12	Endocrine and physiological regulation	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02189	GAM	Stable	GO	GO:0007265	Ras protein signal transduction	biological_process	2.97229455758227e-05	2.77352148876752	3174	mapped	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02190	GAM	Stable	GO	GO:0048863	stem cell differentiation	biological_process	2.97229455758227e-05	2.77352148876752	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02191	GAM	Stable	GO	GO:0016573	obsolete histone acetylation	biological_process	3.02453530070403e-05	3.31604935071667	3174	obsolete	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02192	GAM	Stable	GO	GO:0018393	internal peptidyl-lysine acetylation	biological_process	3.02453530070403e-05	3.31604935071667	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02193	GAM	Stable	GO	GO:0044092	negative regulation of molecular function	biological_process	3.19458531094427e-05	1.78217071361258	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02194	GAM	Stable	GO	GO:0008278	cohesin complex	cellular_component	3.19784818795608e-05	10.7335281615303	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02195	GAM	Stable	GO	GO:0097574	lateral part of cell	cellular_component	3.19784818795608e-05	10.7335281615303	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02196	GAM	Stable	GO	GO:0035264	multicellular organism growth	biological_process	3.20769118289e-05	3.43472901168969	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02197	GAM	Stable	GO	GO:0072657	protein localization to membrane	biological_process	3.27459033929087e-05	2.06628895506103	3174	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02198	GAM	Stable	GO	GO:0042255	ribosome assembly	biological_process	3.28736672893428e-05	3.77544154751892	3174	mapped	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02199	GAM	Stable	GO	GO:0061351	neural precursor cell proliferation	biological_process	3.31006184493398e-05	3.18030464045342	3174	mapped	H10	Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02200	GAM	Stable	GO	GO:1903829	positive regulation of protein localization	biological_process	3.38508304260506e-05	2.29769715996061	3174	mapped	C03;H13	Broad regulatory and signaling processes; Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02201	GAM	Stable	GO	GO:0000165	MAPK cascade	biological_process	3.40415646806517e-05	2.75218670808469	3174	mapped	H11	Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02202	GAM	Stable	GO	GO:0008593	regulation of Notch signaling pathway	biological_process	3.40415646806517e-05	2.75218670808469	3174	mapped	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02203	GAM	Stable	GO	GO:0006397	mRNA processing	biological_process	3.45482314121364e-05	2.03186129806746	3174	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02204	GAM	Stable	GO	GO:0022610	obsolete biological adhesion	biological_process	3.45482314121364e-05	2.13369529514057	3174	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02205	GAM	Stable	GO	GO:0044770	cell cycle phase transition	biological_process	3.45482314121364e-05	2.48174061538273	3174	mapped	H04	Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02206	GAM	Stable	GO	GO:0046530	photoreceptor cell differentiation	biological_process	3.45482314121364e-05	2.48174061538273	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02207	GAM	Stable	GO	GO:0046822	regulation of nucleocytoplasmic transport	biological_process	3.56853237953065e-05	2.97028452268763	3174	mapped	C01;H13	Broad regulatory and signaling processes; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02208	GAM	Stable	GO	GO:0018394	peptidyl-lysine acetylation	biological_process	3.61528525608364e-05	3.27609694890081	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02209	GAM	Stable	GO	GO:0070193	synaptonemal complex organization	biological_process	3.65262826660174e-05	5.72454835281615	3174	mapped	H10	Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02210	GAM	Stable	GO	GO:0021695	cerebellar cortex development	biological_process	3.65569244973142e-05	4.77045696068013	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02211	GAM	Stable	GO	GO:0048524	positive regulation of viral process	biological_process	3.85964765917775e-05	3.90310114964738	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02212	GAM	Stable	GO	GO:0015931	nucleobase-containing compound transport	biological_process	3.90602941741668e-05	2.42433058657515	3174	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02213	GAM	Stable	GO	GO:0035152	regulation of tube architecture, open tracheal system	biological_process	3.90602941741668e-05	3.14535623781107	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02214	GAM	Stable	GO	GO:0051651	maintenance of location in cell	biological_process	3.90602941741668e-05	3.14535623781107	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02215	GAM	Stable	GO	GO:0050877	nervous system process	biological_process	4.00837093968641e-05	1.61002922422954	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02216	GAM	Stable	GO	GO:0031982	vesicle	cellular_component	4.02747536881492e-05	1.47684908365036	3174	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02217	GAM	Stable	GO	GO:1902692	regulation of neuroblast proliferation	biological_process	4.03450329768513e-05	3.69325700181687	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02218	GAM	Stable	GO	GO:0000976	transcription cis-regulatory region binding	molecular_function	4.03967745822218e-05	2.01939589133085	3174	mapped	C02;H13	Broad regulatory and signaling processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02219	GAM	Stable	GO	GO:0051028	mRNA transport	biological_process	4.07370135608333e-05	3.03574533861463	3174	mapped	C01;C02	Membrane transport and ion homeostasis; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02220	GAM	Stable	GO	GO:0001763	morphogenesis of a branching structure	biological_process	4.19601904689029e-05	2.65782602095036	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02221	GAM	Stable	GO	GO:0044772	mitotic cell cycle phase transition	biological_process	4.24217164402351e-05	2.50017925047693	3174	mapped	H04	Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02222	GAM	Stable	GO	GO:0071900	regulation of protein serine/threonine kinase activity	biological_process	4.37963391545666e-05	2.24004065979763	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02223	GAM	Stable	GO	GO:0060560	developmental growth involved in morphogenesis	biological_process	4.43810878895173e-05	2.71048690947734	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02224	GAM	Stable	GO	GO:0033365	protein localization to organelle	biological_process	4.59915117642889e-05	1.81924206127632	3174	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02225	GAM	Stable	GO	GO:0006473	protein acetylation	biological_process	4.61087172762405e-05	3.11116758305226	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02226	GAM	Stable	GO	GO:0043966	obsolete histone H3 acetylation	biological_process	4.61087172762405e-05	5.0782283774982	3174	obsolete	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02227	GAM	Stable	GO	GO:0022407	regulation of cell-cell adhesion	biological_process	4.62864645867451e-05	2.76994275136265	3174	mapped	H08;H13	Broad regulatory and signaling processes; Cell adhesion and extracellular organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02228	GAM	Stable	GO	GO:0031032	actomyosin structure organization	biological_process	4.62881912954222e-05	2.53619230820969	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02229	GAM	Stable	GO	GO:0010256	endomembrane system organization	biological_process	4.71966510766915e-05	2.00708250174957	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02230	GAM	Stable	GO	GO:0007568	obsolete aging	biological_process	4.75423399308769e-05	1.82764260181901	3174	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02231	GAM	Stable	GO	GO:0030018	Z disc	cellular_component	4.75849797942724e-05	3.00538788522848	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02232	GAM	Stable	GO	GO:0044249	obsolete cellular biosynthetic process	biological_process	4.75849797942724e-05	1.34786579806199	3174	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02233	GAM	Stable	GO	GO:0045815	transcription initiation-coupled chromatin remodeling	biological_process	4.80429853867398e-05	4.32669352247733	3174	mapped	C02;H03	Chromosome and nuclear organization; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02234	GAM	Stable	GO	GO:0046834	lipid phosphorylation	biological_process	4.80429853867398e-05	4.32669352247733	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02235	GAM	Stable	GO	GO:0060998	regulation of dendritic spine development	biological_process	4.80429853867398e-05	4.32669352247733	3174	mapped	H09;H10;H13	Broad regulatory and signaling processes; Development and morphogenesis; Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02236	GAM	Stable	GO	GO:0036314	response to sterol	biological_process	4.95810078805389e-05	3.63463387480391	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02237	GAM	Stable	GO	GO:1903900	regulation of viral life cycle	biological_process	4.95810078805389e-05	3.63463387480391	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02238	GAM	Stable	GO	GO:1901214	obsolete regulation of neuron death	biological_process	4.98773026737087e-05	2.14670563230606	3174	obsolete	H10;H13	Broad regulatory and signaling processes; Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02239	GAM	Stable	GO	GO:0034504	protein localization to nucleus	biological_process	5.02673383837179e-05	2.69010730865421	3174	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02240	GAM	Stable	GO	GO:0003008	system process	biological_process	5.053173380641e-05	1.50164931700241	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02241	GAM	Stable	GO	GO:0071702	obsolete organic substance transport	biological_process	5.053173380641e-05	1.50164931700241	3174	obsolete	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02242	GAM	Stable	GO	GO:0006475	internal protein amino acid acetylation	biological_process	5.07876790125292e-05	3.19901231480903	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02243	GAM	Stable	GO	GO:0050792	regulation of viral process	biological_process	5.07876790125292e-05	3.19901231480903	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02244	GAM	Stable	GO	GO:0001738	morphogenesis of a polarized epithelium	biological_process	5.25345233842667e-05	2.74778320935175	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
